Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-GG.11,"Use relative pronouns: who, whom, whose, which and that",https://uk.ixl.com/english/year-6/use-relative-pronouns-who-whom-whose-which-and-that
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-HH.2,What does the modal verb show?,https://uk.ixl.com/english/year-6/what-does-the-modal-verb-show
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-HH.3,Use the correct modal verb,https://uk.ixl.com/english/year-6/use-the-correct-modal-verb
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.1,"Is the sentence in the past, present or future tense?",https://uk.ixl.com/english/year-6/is-the-sentence-in-the-past-present-or-future-tense
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.2,Form and use the regular past tense,https://uk.ixl.com/english/year-6/form-and-use-the-regular-past-tense
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.3,Form and use the irregular past tense,https://uk.ixl.com/english/year-6/form-and-use-the-irregular-past-tense
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.4,"Form and use the simple past, present and future tense",https://uk.ixl.com/english/year-6/form-and-use-the-simple-past-present-and-future-tense
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.5,Correct inappropriate shifts in verb tense,https://uk.ixl.com/english/year-6/correct-inappropriate-shifts-in-verb-tense
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.6,Use the progressive verb tenses,https://uk.ixl.com/english/year-6/use-the-progressive-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.7,Form the progressive verb tenses,https://uk.ixl.com/english/year-6/form-the-progressive-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.8,Choose between the past tense and past participle,https://uk.ixl.com/english/year-6/choose-between-the-past-tense-and-past-participle
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.9,Use the perfect verb tenses,https://uk.ixl.com/english/year-6/use-the-perfect-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-JJ.10,Form the perfect verb tenses,https://uk.ixl.com/english/year-6/form-the-perfect-verb-tenses
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-LL.1,Identify prepositions,https://uk.ixl.com/english/year-6/identify-prepositions
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-LL.2,Identify prepositions and their objects,https://uk.ixl.com/english/year-6/identify-prepositions-and-their-objects
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-LL.3,Identify prepositional phrases,https://uk.ixl.com/english/year-6/identify-prepositional-phrases
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,6-LL.4,Prepositions: review,https://uk.ixl.com/english/year-6/prepositions-review
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 5 and 6 in English Appendix 2,7-K.3,Transitions with conjunctive adverbs,https://uk.ixl.com/english/year-7/transitions-with-conjunctive-adverbs
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Indicate grammatical and other features by: > Using commas to clarify meaning or avoid ambiguity in writing,6-OO.1,"Commas with direct addresses, introductory words and interjections",https://uk.ixl.com/english/year-6/commas-with-direct-addresses-introductory-words-and-interjections
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation",Indicate grammatical and other features by: > Using commas to clarify meaning or avoid ambiguity in writing,6-OO.2,Commas with compound and complex sentences,https://uk.ixl.com/english/year-6/commas-with-compound-and-complex-sentences
Key Stage 2,Year 6,Writing,"Vocabulary, grammar and punctuation","Indicate grammatical and other features by: > Using brackets, dashes or commas to indicate parenthesis",7-II.5,Use dashes,https://uk.ixl.com/english/year-7/use-dashes
Key Stage 3,Year 7,Reading,"Develop an appreciation and love of reading, and read increasingly challenging material independently through:","Reading a wide range of fiction and non-fiction, including in particular whole books, short stories, poems and plays with a wide coverage of genres, historical periods, forms and authors. The range will include high-quality works from: English literature, both pre-1914 and contemporary, including prose, poetry and drama; Shakespeare (two plays); and seminal world literature",7-G.1,Analyse short stories,https://uk.ixl.com/english/year-7/analyse-short-stories
Key Stage 3,Year 7,Reading,"Develop an appreciation and love of reading, and read increasingly challenging material independently through:","Reading a wide range of fiction and non-fiction, including in particular whole books, short stories, poems and plays with a wide coverage of genres, historical periods, forms and authors. The range will include high-quality works from: English literature, both pre-1914 and contemporary, including prose, poetry and drama; Shakespeare (two plays); and seminal world literature",7-H.1,Read and understand informational passages,https://uk.ixl.com/english/year-7/read-and-understand-informational-passages
Key Stage 3,Year 7,Reading,"Develop an appreciation and love of reading, and read increasingly challenging material independently through:","Reading a wide range of fiction and non-fiction, including in particular whole books, short stories, poems and plays with a wide coverage of genres, historical periods, forms and authors. The range will include high-quality works from: English literature, both pre-1914 and contemporary, including prose, poetry and drama; Shakespeare (two plays); and seminal world literature",7-H.2,Trace an argument,https://uk.ixl.com/english/year-7/trace-an-argument
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-S.2,Which definition matches the sentence?,https://uk.ixl.com/english/year-7/which-definition-matches-the-sentence
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-S.3,Which sentence matches the definition?,https://uk.ixl.com/english/year-7/which-sentence-matches-the-definition
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-V.1,Find words using context,https://uk.ixl.com/english/year-7/find-words-using-context
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-V.2,Determine the meaning of words using synonyms in context,https://uk.ixl.com/english/year-7/determine-the-meaning-of-words-using-synonyms-in-context
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-V.3,Determine the meaning of words using antonyms in context,https://uk.ixl.com/english/year-7/determine-the-meaning-of-words-using-antonyms-in-context
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-V.4,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-7/use-context-to-identify-the-meaning-of-a-word
Key Stage 3,Year 7,Reading,Understand increasingly challenging texts through:,"Learning new vocabulary, relating it explicitly to known vocabulary and understanding it with the help of context and dictionaries",7-V.5,Determine the meaning of domain-specific words with pictures,https://uk.ixl.com/english/year-7/determine-the-meaning-of-domain-specific-words-with-pictures
