Key Stage,Year,Category Code,Category Name,Skill Code,Skill Number,Skill Title,Skill URL
Key Stage 4 (GCSE),Year 11,DD,Adjectives and adverbs,DD.2,2,"Good, better, best, bad, worse and worst",https://uk.ixl.com/english/year-11/good-better-best-bad-worse-and-worst
Key Stage 4 (GCSE),Year 11,DD,Adjectives and adverbs,DD.3,3,Form and use comparative and superlative adverbs,https://uk.ixl.com/english/year-11/form-and-use-comparative-and-superlative-adverbs
Key Stage 4 (GCSE),Year 11,DD,Adjectives and adverbs,DD.4,4,"Well, better, best, badly, worse and worst",https://uk.ixl.com/english/year-11/well-better-best-badly-worse-and-worst
Key Stage 4 (GCSE),Year 11,EE,Conjunctions,EE.1,1,Use the correct pair of correlative conjunctions,https://uk.ixl.com/english/year-11/use-the-correct-pair-of-correlative-conjunctions
Key Stage 4 (GCSE),Year 11,FF,Misplaced modifiers,FF.1,1,Misplaced modifiers with pictures,https://uk.ixl.com/english/year-11/misplaced-modifiers-with-pictures
Key Stage 4 (GCSE),Year 11,FF,Misplaced modifiers,FF.2,2,Select the misplaced or dangling modifier,https://uk.ixl.com/english/year-11/select-the-misplaced-or-dangling-modifier
Key Stage 4 (GCSE),Year 11,FF,Misplaced modifiers,FF.3,3,Are the modifiers used correctly?,https://uk.ixl.com/english/year-11/are-the-modifiers-used-correctly
Key Stage 4 (GCSE),Year 11,GG,Restrictive and non-restrictive elements,GG.1,1,Commas with non-restrictive elements,https://uk.ixl.com/english/year-11/commas-with-non-restrictive-elements
Key Stage 4 (GCSE),Year 11,HH,Commas,HH.1,1,"Commas with direct addresses, introductory words, interjections, interrupters and antithetical phrases",https://uk.ixl.com/english/year-11/commas-with-direct-addresses-introductory-words-interjections-interrupters-and-antithetical-phrases
Key Stage 4 (GCSE),Year 11,HH,Commas,HH.2,2,Commas with compound and complex sentences,https://uk.ixl.com/english/year-11/commas-with-compound-and-complex-sentences
Key Stage 4 (GCSE),Year 11,HH,Commas,HH.3,3,Commas with coordinate adjectives,https://uk.ixl.com/english/year-11/commas-with-coordinate-adjectives
Key Stage 4 (GCSE),Year 11,II,"Semicolons, colons and commas",II.1,1,Use semicolons and commas to separate clauses,https://uk.ixl.com/english/year-11/use-semicolons-and-commas-to-separate-clauses
Key Stage 4 (GCSE),Year 11,II,"Semicolons, colons and commas",II.2,2,"Use semicolons, colons and commas with lists",https://uk.ixl.com/english/year-11/use-semicolons-colons-and-commas-with-lists
Key Stage 4 (GCSE),Year 11,II,"Semicolons, colons and commas",II.3,3,"Semicolons, colons and commas: review",https://uk.ixl.com/english/year-11/semicolons-colons-and-commas-review
Key Stage 4 (GCSE),Year 11,JJ,"Dashes, hyphens and ellipses",JJ.1,1,Use dashes,https://uk.ixl.com/english/year-11/use-dashes
Key Stage 4 (GCSE),Year 11,JJ,"Dashes, hyphens and ellipses",JJ.2,2,Use hyphens in compound adjectives,https://uk.ixl.com/english/year-11/use-hyphens-in-compound-adjectives
Key Stage 4 (GCSE),Year 11,JJ,"Dashes, hyphens and ellipses",JJ.3,3,Decide whether ellipses are used appropriately,https://uk.ixl.com/english/year-11/decide-whether-ellipses-are-used-appropriately
Key Stage 4 (GCSE),Year 11,KK,Apostrophes,KK.1,1,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-11/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 4 (GCSE),Year 11,KK,Apostrophes,KK.2,2,Identify and correct errors with compound and joint possession,https://uk.ixl.com/english/year-11/identify-and-correct-errors-with-compound-and-joint-possession
Key Stage 4 (GCSE),Year 11,LL,Capitalisation,LL.1,1,Correct capitalisation errors,https://uk.ixl.com/english/year-11/correct-capitalisation-errors
Sixth Form / A-Levels,Year 12,A,Main idea,A.1,1,Determine the main idea of a passage,https://uk.ixl.com/english/year-12/determine-the-main-idea-of-a-passage
Sixth Form / A-Levels,Year 12,B,"Audience, purpose and tone",B.1,1,Which text is most formal?,https://uk.ixl.com/english/year-12/which-text-is-most-formal
Sixth Form / A-Levels,Year 12,B,"Audience, purpose and tone",B.2,2,Compare passages for subjective and objective tone,https://uk.ixl.com/english/year-12/compare-passages-for-subjective-and-objective-tone
Sixth Form / A-Levels,Year 12,B,"Audience, purpose and tone",B.3,3,Identify audience and purpose,https://uk.ixl.com/english/year-12/identify-audience-and-purpose
Sixth Form / A-Levels,Year 12,B,"Audience, purpose and tone",B.4,4,Compare passages for tone,https://uk.ixl.com/english/year-12/compare-passages-for-tone
Sixth Form / A-Levels,Year 12,C,Literary devices,C.1,1,Identify the narrative point of view,https://uk.ixl.com/english/year-12/identify-the-narrative-point-of-view
Sixth Form / A-Levels,Year 12,C,Literary devices,C.2,2,Interpret the meaning of an allusion from its source,https://uk.ixl.com/english/year-12/interpret-the-meaning-of-an-allusion-from-its-source
Sixth Form / A-Levels,Year 12,C,Literary devices,C.3,3,Recall the source of an allusion,https://uk.ixl.com/english/year-12/recall-the-source-of-an-allusion
Sixth Form / A-Levels,Year 12,C,Literary devices,C.4,4,Interpret the figure of speech,https://uk.ixl.com/english/year-12/interpret-the-figure-of-speech
Sixth Form / A-Levels,Year 12,C,Literary devices,C.5,5,"Classify the figure of speech: euphemism, hyperbole, oxymoron, paradox",https://uk.ixl.com/english/year-12/classify-the-figure-of-speech-euphemism-hyperbole-oxymoron-paradox
Sixth Form / A-Levels,Year 12,C,Literary devices,C.6,6,"Classify the figure of speech: anaphora, antithesis, apostrophe, assonance, chiasmus, understatement",https://uk.ixl.com/english/year-12/classify-the-figure-of-speech-anaphora-antithesis-apostrophe-assonance-chiasmus-understatement
Sixth Form / A-Levels,Year 12,C,Literary devices,C.7,7,Classify the figure of speech: review,https://uk.ixl.com/english/year-12/classify-the-figure-of-speech-review
Sixth Form / A-Levels,Year 12,C,Literary devices,C.8,8,Analyse the effects of figures of speech on meaning and tone,https://uk.ixl.com/english/year-12/analyse-the-effects-of-figures-of-speech-on-meaning-and-tone
Sixth Form / A-Levels,Year 12,D,Analysing literature,D.1,1,Analyse short stories: set 1,https://uk.ixl.com/english/year-12/analyse-short-stories-set-1
Sixth Form / A-Levels,Year 12,D,Analysing literature,D.2,2,Analyse short stories: set 2,https://uk.ixl.com/english/year-12/analyse-short-stories-set-2
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.1,1,Analyse the development of informational passages: set 1,https://uk.ixl.com/english/year-12/analyse-the-development-of-informational-passages-set-1
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.2,2,Analyse the development of informational passages: set 2,https://uk.ixl.com/english/year-12/analyse-the-development-of-informational-passages-set-2
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.3,3,Trace an argument: set 1,https://uk.ixl.com/english/year-12/trace-an-argument-set-1
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.4,4,Trace an argument: set 2,https://uk.ixl.com/english/year-12/trace-an-argument-set-2
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.5,5,Analyse rhetorical strategies in historical texts: set 1,https://uk.ixl.com/english/year-12/analyse-rhetorical-strategies-in-historical-texts-set-1
Sixth Form / A-Levels,Year 12,E,Analysing informational texts,E.6,6,Analyse rhetorical strategies in historical texts: set 2,https://uk.ixl.com/english/year-12/analyse-rhetorical-strategies-in-historical-texts-set-2
Sixth Form / A-Levels,Year 12,F,Organising writing,F.1,1,Order topics from broadest to narrowest,https://uk.ixl.com/english/year-12/order-topics-from-broadest-to-narrowest
Sixth Form / A-Levels,Year 12,F,Organising writing,F.2,2,Organise information by topic,https://uk.ixl.com/english/year-12/organise-information-by-topic
Sixth Form / A-Levels,Year 12,G,Topic sentences,G.1,1,Choose the topic sentence that best captures the main idea,https://uk.ixl.com/english/year-12/choose-the-topic-sentence-that-best-captures-the-main-idea
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.1,1,Distinguish facts from opinions,https://uk.ixl.com/english/year-12/distinguish-facts-from-opinions
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.2,2,Identify stronger and weaker evidence to support a claim,https://uk.ixl.com/english/year-12/identify-stronger-and-weaker-evidence-to-support-a-claim
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.3,3,Choose the best evidence to support a claim,https://uk.ixl.com/english/year-12/choose-the-best-evidence-to-support-a-claim
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.4,4,Identify supporting evidence in a text,https://uk.ixl.com/english/year-12/identify-supporting-evidence-in-a-text
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.5,5,Evaluate counterclaims,https://uk.ixl.com/english/year-12/evaluate-counterclaims
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.6,6,Choose the analysis that logically connects the evidence to the claim,https://uk.ixl.com/english/year-12/choose-the-analysis-that-logically-connects-the-evidence-to-the-claim
Sixth Form / A-Levels,Year 12,H,Developing and supporting arguments,H.7,7,"Transition logically between claims, evidence, analysis and counterclaims",https://uk.ixl.com/english/year-12/transition-logically-between-claims-evidence-analysis-and-counterclaims
Sixth Form / A-Levels,Year 12,I,Persuasive strategies,I.1,1,"Identify appeals to ethos, pathos and logos in advertisements",https://uk.ixl.com/english/year-12/identify-appeals-to-ethos-pathos-and-logos-in-advertisements
Sixth Form / A-Levels,Year 12,I,Persuasive strategies,I.2,2,"Use appeals to ethos, pathos and logos in persuasive writing",https://uk.ixl.com/english/year-12/use-appeals-to-ethos-pathos-and-logos-in-persuasive-writing
Sixth Form / A-Levels,Year 12,J,Writing clearly and concisely,J.1,1,Transitions with conjunctive adverbs,https://uk.ixl.com/english/year-12/transitions-with-conjunctive-adverbs
Sixth Form / A-Levels,Year 12,J,Writing clearly and concisely,J.2,2,"Avoid double, illogical and unclear comparisons",https://uk.ixl.com/english/year-12/avoid-double-illogical-and-unclear-comparisons
Sixth Form / A-Levels,Year 12,J,Writing clearly and concisely,J.3,3,Identify sentences with parallel structure,https://uk.ixl.com/english/year-12/identify-sentences-with-parallel-structure
Sixth Form / A-Levels,Year 12,J,Writing clearly and concisely,J.4,4,Use parallel structure,https://uk.ixl.com/english/year-12/use-parallel-structure
Sixth Form / A-Levels,Year 12,J,Writing clearly and concisely,J.5,5,Remove redundant words or phrases,https://uk.ixl.com/english/year-12/remove-redundant-words-or-phrases
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.1,1,Use the correct frequently confused word,https://uk.ixl.com/english/year-12/use-the-correct-frequently-confused-word
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.2,2,Identify and correct errors with frequently confused words,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-frequently-confused-words
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.3,3,Identify and correct errors with frequently confused pronouns and contractions,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-frequently-confused-pronouns-and-contractions
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.4,4,Correct errors with commonly misspelled words,https://uk.ixl.com/english/year-12/correct-errors-with-commonly-misspelled-words
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.5,5,Correct errors in everyday use,https://uk.ixl.com/english/year-12/correct-errors-in-everyday-use
Sixth Form / A-Levels,Year 12,K,Editing and revising,K.6,6,Suggest appropriate revisions,https://uk.ixl.com/english/year-12/suggest-appropriate-revisions
Sixth Form / A-Levels,Year 12,L,Research skills,L.1,1,Identify plagiarism,https://uk.ixl.com/english/year-12/identify-plagiarism
Sixth Form / A-Levels,Year 12,M,Prefixes and suffixes,M.1,1,Prefixes,https://uk.ixl.com/english/year-12/prefixes
Sixth Form / A-Levels,Year 12,M,Prefixes and suffixes,M.2,2,Suffixes,https://uk.ixl.com/english/year-12/suffixes
Sixth Form / A-Levels,Year 12,M,Prefixes and suffixes,M.3,3,Word pattern analogies,https://uk.ixl.com/english/year-12/word-pattern-analogies
Sixth Form / A-Levels,Year 12,M,Prefixes and suffixes,M.4,4,Word pattern sentences,https://uk.ixl.com/english/year-12/word-pattern-sentences
Sixth Form / A-Levels,Year 12,N,Greek and Latin roots,N.1,1,Sort words by shared Greek or Latin roots,https://uk.ixl.com/english/year-12/sort-words-by-shared-greek-or-latin-roots
Sixth Form / A-Levels,Year 12,N,Greek and Latin roots,N.2,2,Use Greek and Latin roots as clues to the meanings of words,https://uk.ixl.com/english/year-12/use-greek-and-latin-roots-as-clues-to-the-meanings-of-words
Sixth Form / A-Levels,Year 12,N,Greek and Latin roots,N.3,3,Use words as clues to the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-12/use-words-as-clues-to-the-meanings-of-greek-and-latin-roots
Sixth Form / A-Levels,Year 12,N,Greek and Latin roots,N.4,4,Determine the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-12/determine-the-meanings-of-greek-and-latin-roots
Sixth Form / A-Levels,Year 12,N,Greek and Latin roots,N.5,5,Determine the meanings of words with Greek and Latin roots,https://uk.ixl.com/english/year-12/determine-the-meanings-of-words-with-greek-and-latin-roots
Sixth Form / A-Levels,Year 12,O,Homophones,O.1,1,Use the correct homophone,https://uk.ixl.com/english/year-12/use-the-correct-homophone
Sixth Form / A-Levels,Year 12,O,Homophones,O.2,2,Identify and correct errors with homophones,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-homophones
Sixth Form / A-Levels,Year 12,P,Foreign words and expressions,P.1,1,Use etymologies to determine the meanings of words,https://uk.ixl.com/english/year-12/use-etymologies-to-determine-the-meanings-of-words
Sixth Form / A-Levels,Year 12,P,Foreign words and expressions,P.2,2,Use context as a clue to the meanings of foreign expressions,https://uk.ixl.com/english/year-12/use-context-as-a-clue-to-the-meanings-of-foreign-expressions
Sixth Form / A-Levels,Year 12,P,Foreign words and expressions,P.3,3,Use the correct foreign expression,https://uk.ixl.com/english/year-12/use-the-correct-foreign-expression
Sixth Form / A-Levels,Year 12,Q,Word usage and nuance,Q.1,1,Describe the difference between related words,https://uk.ixl.com/english/year-12/describe-the-difference-between-related-words
Sixth Form / A-Levels,Year 12,Q,Word usage and nuance,Q.2,2,Choose the word whose connotation and denotation best match the sentence,https://uk.ixl.com/english/year-12/choose-the-word-whose-connotation-and-denotation-best-match-the-sentence
Sixth Form / A-Levels,Year 12,Q,Word usage and nuance,Q.3,3,Use words accurately and precisely,https://uk.ixl.com/english/year-12/use-words-accurately-and-precisely
Sixth Form / A-Levels,Year 12,Q,Word usage and nuance,Q.4,4,Replace words using a thesaurus,https://uk.ixl.com/english/year-12/replace-words-using-a-thesaurus
Sixth Form / A-Levels,Year 12,Q,Word usage and nuance,Q.5,5,Use dictionary entries to determine correct usage,https://uk.ixl.com/english/year-12/use-dictionary-entries-to-determine-correct-usage
Sixth Form / A-Levels,Year 12,R,Analogies,R.1,1,Analogies,https://uk.ixl.com/english/year-12/analogies
Sixth Form / A-Levels,Year 12,R,Analogies,R.2,2,Analogies: challenge,https://uk.ixl.com/english/year-12/analogies-challenge
Sixth Form / A-Levels,Year 12,S,Context clues,S.1,1,Determine the meaning of words using synonyms in context,https://uk.ixl.com/english/year-12/determine-the-meaning-of-words-using-synonyms-in-context
Sixth Form / A-Levels,Year 12,S,Context clues,S.2,2,Determine the meaning of words using antonyms in context,https://uk.ixl.com/english/year-12/determine-the-meaning-of-words-using-antonyms-in-context
Sixth Form / A-Levels,Year 12,S,Context clues,S.3,3,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-12/use-context-to-identify-the-meaning-of-a-word
Sixth Form / A-Levels,Year 12,S,Context clues,S.4,4,Domain-specific vocabulary in context: science and technical subjects,https://uk.ixl.com/english/year-12/domain-specific-vocabulary-in-context-science-and-technical-subjects
Sixth Form / A-Levels,Year 12,T,"Sentences, fragments and run-ons",T.1,1,Identify sentence fragments,https://uk.ixl.com/english/year-12/identify-sentence-fragments
Sixth Form / A-Levels,Year 12,T,"Sentences, fragments and run-ons",T.2,2,Identify run-on sentences,https://uk.ixl.com/english/year-12/identify-run-on-sentences
Sixth Form / A-Levels,Year 12,T,"Sentences, fragments and run-ons",T.3,3,Choose punctuation to avoid fragments and run-ons,https://uk.ixl.com/english/year-12/choose-punctuation-to-avoid-fragments-and-run-ons
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.1,1,Is it a phrase or a clause?,https://uk.ixl.com/english/year-12/is-it-a-phrase-or-a-clause
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.2,2,Identify prepositional phrases,https://uk.ixl.com/english/year-12/identify-prepositional-phrases
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.3,3,Identify appositives and appositive phrases,https://uk.ixl.com/english/year-12/identify-appositives-and-appositive-phrases
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.4,4,Identify dependent and independent clauses,https://uk.ixl.com/english/year-12/identify-dependent-and-independent-clauses
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.5,5,"Is the sentence simple, compound, complex or compound-complex?",https://uk.ixl.com/english/year-12/is-the-sentence-simple-compound-complex-or-compound-complex
Sixth Form / A-Levels,Year 12,U,Phrases and clauses,U.6,6,Combine sentences using relative clauses,https://uk.ixl.com/english/year-12/combine-sentences-using-relative-clauses
Sixth Form / A-Levels,Year 12,V,Pronouns,V.1,1,Identify and correct errors with subject and object pronouns,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-subject-and-object-pronouns
Sixth Form / A-Levels,Year 12,V,Pronouns,V.2,2,Subject and object pronouns review,https://uk.ixl.com/english/year-12/subject-and-object-pronouns-review
Sixth Form / A-Levels,Year 12,V,Pronouns,V.3,3,Pronouns after 'than' and 'as',https://uk.ixl.com/english/year-12/pronouns-after-than-and-as
Sixth Form / A-Levels,Year 12,V,Pronouns,V.4,4,Identify and correct pronoun errors with 'who',https://uk.ixl.com/english/year-12/identify-and-correct-pronoun-errors-with-who
Sixth Form / A-Levels,Year 12,V,Pronouns,V.5,5,Use relative pronouns: who and whom,https://uk.ixl.com/english/year-12/use-relative-pronouns-who-and-whom
Sixth Form / A-Levels,Year 12,V,Pronouns,V.6,6,"Use relative pronouns: who, whom, whose, which and that",https://uk.ixl.com/english/year-12/use-relative-pronouns-who-whom-whose-which-and-that
Sixth Form / A-Levels,Year 12,V,Pronouns,V.7,7,Identify vague pronoun references,https://uk.ixl.com/english/year-12/identify-vague-pronoun-references
Sixth Form / A-Levels,Year 12,V,Pronouns,V.8,8,Identify all of the possible antecedents,https://uk.ixl.com/english/year-12/identify-all-of-the-possible-antecedents
Sixth Form / A-Levels,Year 12,V,Pronouns,V.9,9,Correct inappropriate shifts in pronoun number and person,https://uk.ixl.com/english/year-12/correct-inappropriate-shifts-in-pronoun-number-and-person
Sixth Form / A-Levels,Year 12,W,Verb types,W.1,1,Identify transitive and intransitive verbs,https://uk.ixl.com/english/year-12/identify-transitive-and-intransitive-verbs
Sixth Form / A-Levels,Year 12,W,Verb types,W.2,2,"Identify linking verbs, predicate adjectives and predicate nouns",https://uk.ixl.com/english/year-12/identify-linking-verbs-predicate-adjectives-and-predicate-nouns
Sixth Form / A-Levels,Year 12,W,Verb types,W.3,3,Identify participles and what they modify,https://uk.ixl.com/english/year-12/identify-participles-and-what-they-modify
Sixth Form / A-Levels,Year 12,W,Verb types,W.4,4,Identify gerunds and their functions,https://uk.ixl.com/english/year-12/identify-gerunds-and-their-functions
Sixth Form / A-Levels,Year 12,W,Verb types,W.5,5,Identify infinitives and infinitive phrases,https://uk.ixl.com/english/year-12/identify-infinitives-and-infinitive-phrases
Sixth Form / A-Levels,Year 12,X,Subject-verb agreement,X.1,1,Identify and correct errors with subject-verb agreement,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-subject-verb-agreement
Sixth Form / A-Levels,Year 12,X,Subject-verb agreement,X.2,2,Identify and correct errors with indefinite pronoun-verb agreement,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-indefinite-pronoun-verb-agreement
Sixth Form / A-Levels,Year 12,X,Subject-verb agreement,X.3,3,Identify and correct verb agreement with compound subjects,https://uk.ixl.com/english/year-12/identify-and-correct-verb-agreement-with-compound-subjects
Sixth Form / A-Levels,Year 12,Y,Verb tense,Y.1,1,Form the progressive verb tenses,https://uk.ixl.com/english/year-12/form-the-progressive-verb-tenses
Sixth Form / A-Levels,Year 12,Y,Verb tense,Y.2,2,Form the perfect verb tenses,https://uk.ixl.com/english/year-12/form-the-perfect-verb-tenses
Sixth Form / A-Levels,Year 12,Y,Verb tense,Y.3,3,Identify and correct inappropriate shifts in verb tense,https://uk.ixl.com/english/year-12/identify-and-correct-inappropriate-shifts-in-verb-tense
Sixth Form / A-Levels,Year 12,Z,Adjectives and adverbs,Z.1,1,Form and use comparative and superlative adjectives,https://uk.ixl.com/english/year-12/form-and-use-comparative-and-superlative-adjectives
Sixth Form / A-Levels,Year 12,Z,Adjectives and adverbs,Z.2,2,"Good, better, best, bad, worse and worst",https://uk.ixl.com/english/year-12/good-better-best-bad-worse-and-worst
Sixth Form / A-Levels,Year 12,Z,Adjectives and adverbs,Z.3,3,Form and use comparative and superlative adverbs,https://uk.ixl.com/english/year-12/form-and-use-comparative-and-superlative-adverbs
Sixth Form / A-Levels,Year 12,Z,Adjectives and adverbs,Z.4,4,"Well, better, best, badly, worse and worst",https://uk.ixl.com/english/year-12/well-better-best-badly-worse-and-worst
Sixth Form / A-Levels,Year 12,AA,Misplaced modifiers,AA.1,1,Misplaced modifiers with pictures,https://uk.ixl.com/english/year-12/misplaced-modifiers-with-pictures
Sixth Form / A-Levels,Year 12,AA,Misplaced modifiers,AA.2,2,Select the misplaced or dangling modifier,https://uk.ixl.com/english/year-12/select-the-misplaced-or-dangling-modifier
Sixth Form / A-Levels,Year 12,AA,Misplaced modifiers,AA.3,3,Are the modifiers used correctly?,https://uk.ixl.com/english/year-12/are-the-modifiers-used-correctly
Sixth Form / A-Levels,Year 12,BB,Restrictive and non-restrictive elements,BB.1,1,Commas with non-restrictive elements,https://uk.ixl.com/english/year-12/commas-with-non-restrictive-elements
Sixth Form / A-Levels,Year 12,CC,Commas,CC.1,1,"Commas with direct addresses, introductory elements, absolute phrases, interjections, interrupters and antithetical phrases",https://uk.ixl.com/english/year-12/commas-with-direct-addresses-introductory-elements-absolute-phrases-interjections-interrupters-and-antithetical-phrases
Sixth Form / A-Levels,Year 12,CC,Commas,CC.2,2,"Commas with compound, complex and compound-complex sentences",https://uk.ixl.com/english/year-12/commas-with-compound-complex-and-compound-complex-sentences
Sixth Form / A-Levels,Year 12,CC,Commas,CC.3,3,Commas with coordinate adjectives,https://uk.ixl.com/english/year-12/commas-with-coordinate-adjectives
Sixth Form / A-Levels,Year 12,CC,Commas,CC.4,4,Commas: review,https://uk.ixl.com/english/year-12/commas-review
Sixth Form / A-Levels,Year 12,DD,"Semicolons, colons and commas",DD.1,1,"Join sentences with semicolons, colons and commas",https://uk.ixl.com/english/year-12/join-sentences-with-semicolons-colons-and-commas
Sixth Form / A-Levels,Year 12,DD,"Semicolons, colons and commas",DD.2,2,"Use colons and commas to introduce lists, quotations and appositives",https://uk.ixl.com/english/year-12/use-colons-and-commas-to-introduce-lists-quotations-and-appositives
Sixth Form / A-Levels,Year 12,DD,"Semicolons, colons and commas",DD.3,3,Use semicolons and commas to separate items in a series,https://uk.ixl.com/english/year-12/use-semicolons-and-commas-to-separate-items-in-a-series
Sixth Form / A-Levels,Year 12,DD,"Semicolons, colons and commas",DD.4,4,"Semicolons, colons and commas: review",https://uk.ixl.com/english/year-12/semicolons-colons-and-commas-review
Sixth Form / A-Levels,Year 12,EE,"Dashes, hyphens and ellipses",EE.1,1,Use dashes,https://uk.ixl.com/english/year-12/use-dashes
Sixth Form / A-Levels,Year 12,EE,"Dashes, hyphens and ellipses",EE.2,2,Use hyphens in compound adjectives,https://uk.ixl.com/english/year-12/use-hyphens-in-compound-adjectives
Sixth Form / A-Levels,Year 12,EE,"Dashes, hyphens and ellipses",EE.3,3,Decide whether ellipses are used appropriately,https://uk.ixl.com/english/year-12/decide-whether-ellipses-are-used-appropriately
Sixth Form / A-Levels,Year 12,FF,Apostrophes,FF.1,1,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-plural-and-possessive-nouns
Sixth Form / A-Levels,Year 12,FF,Apostrophes,FF.2,2,Identify and correct errors with compound and joint possession,https://uk.ixl.com/english/year-12/identify-and-correct-errors-with-compound-and-joint-possession
Sixth Form / A-Levels,Year 12,GG,Capitalisation,GG.1,1,Correct capitalisation errors,https://uk.ixl.com/english/year-12/correct-capitalisation-errors
Sixth Form / A-Levels,Year 13,A,Main idea,A.1,1,Determine the main idea of a passage,https://uk.ixl.com/english/year-13/determine-the-main-idea-of-a-passage
Sixth Form / A-Levels,Year 13,B,"Audience, purpose and tone",B.1,1,Which text is most formal?,https://uk.ixl.com/english/year-13/which-text-is-most-formal
Sixth Form / A-Levels,Year 13,B,"Audience, purpose and tone",B.2,2,Compare passages for subjective and objective tone,https://uk.ixl.com/english/year-13/compare-passages-for-subjective-and-objective-tone
Sixth Form / A-Levels,Year 13,B,"Audience, purpose and tone",B.3,3,Identify audience and purpose,https://uk.ixl.com/english/year-13/identify-audience-and-purpose
Sixth Form / A-Levels,Year 13,B,"Audience, purpose and tone",B.4,4,Compare passages for tone,https://uk.ixl.com/english/year-13/compare-passages-for-tone
Sixth Form / A-Levels,Year 13,C,Literary devices,C.1,1,Identify the narrative point of view,https://uk.ixl.com/english/year-13/identify-the-narrative-point-of-view
Sixth Form / A-Levels,Year 13,C,Literary devices,C.2,2,Interpret the meaning of an allusion from its source,https://uk.ixl.com/english/year-13/interpret-the-meaning-of-an-allusion-from-its-source
Sixth Form / A-Levels,Year 13,C,Literary devices,C.3,3,Recall the source of an allusion,https://uk.ixl.com/english/year-13/recall-the-source-of-an-allusion
Sixth Form / A-Levels,Year 13,C,Literary devices,C.4,4,Interpret the figure of speech,https://uk.ixl.com/english/year-13/interpret-the-figure-of-speech
Sixth Form / A-Levels,Year 13,C,Literary devices,C.5,5,"Classify the figure of speech: euphemism, hyperbole, oxymoron, paradox",https://uk.ixl.com/english/year-13/classify-the-figure-of-speech-euphemism-hyperbole-oxymoron-paradox
Sixth Form / A-Levels,Year 13,C,Literary devices,C.6,6,"Classify the figure of speech: anaphora, antithesis, apostrophe, assonance, chiasmus, understatement",https://uk.ixl.com/english/year-13/classify-the-figure-of-speech-anaphora-antithesis-apostrophe-assonance-chiasmus-understatement
Sixth Form / A-Levels,Year 13,C,Literary devices,C.7,7,Classify the figure of speech: review,https://uk.ixl.com/english/year-13/classify-the-figure-of-speech-review
Sixth Form / A-Levels,Year 13,C,Literary devices,C.8,8,Analyse the effects of figures of speech on meaning and tone,https://uk.ixl.com/english/year-13/analyse-the-effects-of-figures-of-speech-on-meaning-and-tone
Sixth Form / A-Levels,Year 13,D,Analysing literature,D.1,1,Analyse short stories: set 1,https://uk.ixl.com/english/year-13/analyse-short-stories-set-1
Sixth Form / A-Levels,Year 13,D,Analysing literature,D.2,2,Analyse short stories: set 2,https://uk.ixl.com/english/year-13/analyse-short-stories-set-2
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.1,1,Analyse the development of informational passages: set 1,https://uk.ixl.com/english/year-13/analyse-the-development-of-informational-passages-set-1
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.2,2,Analyse the development of informational passages: set 2,https://uk.ixl.com/english/year-13/analyse-the-development-of-informational-passages-set-2
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.3,3,Trace an argument: set 1,https://uk.ixl.com/english/year-13/trace-an-argument-set-1
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.4,4,Trace an argument: set 2,https://uk.ixl.com/english/year-13/trace-an-argument-set-2
